"id","alias","descrip","other"
"MMP12","HME, ME, MME, MMP-12","matrix metallopeptidase 12","macrophage metalloelastase|matrix metallopeptidase 12 (macrophage elastase)|matrix metalloproteinase 12 (macrophage elastase)"
"MMP13","CLG3, MANDP1, MMP-13","matrix metallopeptidase 13","collagenase 3|matrix metallopeptidase 13 (collagenase 3)|matrix metalloproteinase 13 (collagenase 3)"
"MMP14","MMP-14, MMP-X1, MT-MMP, MT-MMP 1, MT1-MMP, MT1MMP, MTMMP1, WNCHRS","matrix metallopeptidase 14 (membrane-inserted)","matrix metalloproteinase-14|membrane type 1 metalloprotease|membrane-type-1 matrix metalloproteinase"
"MMP15","MT2-MMP, MTMMP2, SMCP-2","matrix metallopeptidase 15 (membrane-inserted)","MMP-15|MT-MMP 2|MT2MMP|matrix metalloproteinase 15 (membrane-inserted)|matrix metalloproteinase-15|membrane-type matrix metalloproteinase 2|membrane-type-2 matrix metalloproteinase"
"MMP16","C8orf57, MMP-X2, MT-MMP2, MT-MMP3, MT3-MMP","matrix metallopeptidase 16 (membrane-inserted)","MMP-16|MT-MMP 3|MT3MMP|MTMMP3|Putative transmembrane protein C8orf57|matrix metalloproteinase-16|membrane-type matrix metalloproteinase 3|membrane-type-3 matrix metalloproteinase"
"MMP17","MT4-MMP","matrix metallopeptidase 17 (membrane-inserted)","MMP-17|MT-MMP 4|MT4MMP|MTMMP4|matrix metalloproteinase 17 (membrane-inserted)|matrix metalloproteinase-17|membrane-type matrix metalloproteinase 4|membrane-type-4 matrix metalloproteinase"
"MMP19","MMP18, RASI-1","matrix metallopeptidase 19","matrix metalloproteinase RASI|matrix metalloproteinase-18|matrix metalloproteinase-19|matrix metalloproteinase-beta19"
"ALDH6A1","MMSADHA, MMSDH","aldehyde dehydrogenase 6 family, member A1","malonate-semialdehyde dehydrogenase|methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial|mitochondrial acylating methylmalonate-semialdehyde dehydrogenase"
"MN1","MGCR, MGCR1, MGCR1-PEN, dJ353E16.2","meningioma (disrupted in balanced translocation) 1","meningioma (translocation balanced)|meningioma chromosome region 1|probable tumor suppressor protein MN1"
"ASGR2","ASGP-R2, ASGPR2, CLEC4H2, HBXBP, HL-2","asialoglycoprotein receptor 2","C-type lectin domain family 4 member H2|HBxAg-binding protein|hepatic lectin H2"
"MNAT1","CAP35, MAT1, RNF66, TFB3","MNAT CDK-activating kinase assembly factor 1","CDK-activating kinase assembly factor MAT1|CDK7/cyclin-H assembly factor|RING finger protein 66|RING finger protein MAT1|cyclin G1 interacting protein|cyclin-G1-interacting protein|menage a trois 1 (CAK assembly factor)|menage a trois homolog 1, cyclin H assembly factor"
"MNDA","PYHIN3","myeloid cell nuclear differentiation antigen",""
"MNT","MAD6, MXD6, ROX, bHLHd3","MAX network transcriptional repressor","MAX binding protein|MNT, MAX dimerization protein|Max-interacting protein|class D basic helix-loop-helix protein 3|max-binding protein MNT|myc antagonist MNT"
"MOBP","","myelin-associated oligodendrocyte basic protein",""
"MOCS1","MIG11, MOCOD, MOCODA","molybdenum cofactor synthesis 1","MOCS1A enzyme|cell migration-inducing gene 11 protein|migration-inducing gene 11 protein|molybdenum cofactor biosynthesis protein 1|molybdenum cofactor biosynthesis protein A|molybdenum cofactor synthesis-step 1 protein A-B"
"MOCS2","MCBPE, MOCO1, MOCODB, MPTS","molybdenum cofactor synthesis 2","MOCS2A|MOCS2B|molybdenum cofactor biosynthesis protein E|molybdopterin synthase small and large subunit|molybdopterin synthase sulfur carrier subunit"
"MOG","BTN6, BTNL11IG2, NRCLP7, MOG","myelin oligodendrocyte glycoprotein","MOG AluA|MOG AluB|MOG Ig-AluB|MOG alpha-5|myelin-oligodendrocyte glycoprotein"
"ASIP","AGSW, AGTI, AGTIL, ASP, SHEP9","agouti signaling protein","agouti signaling protein, nonagouti homolog|agouti switch protein|agouti-signaling protein|nonagouti homolog"
"MOS","MSV","v-mos Moloney murine sarcoma viral oncogene homolog","c-mos|oncogene MOS, Moloney murine sarcoma virus|oocyte maturation factor mos|proto-oncogene c-Mos|proto-oncogene serine/threonine-protein kinase mos"
"MOV10","fSAP113, gb110","Mov10 RISC complex RNA helicase","Mov10, Moloney leukemia virus 10, homolog|functional spliceosome-associated protein 113|moloney leukemia virus 10 protein|putative helicase MOV-10"
"CD200","MOX1, MOX2, MRC, OX-2","CD200 molecule","CD200 antigen|MRC OX-2 antigen|OX-2 membrane glycoprotein|antigen identified by monoclonal antibody MRC OX-2"
"MPG","AAG, ADPG, APNG, CRA36.1, MDG, Mid1, PIG11, PIG16, anpg","N-methylpurine-DNA glycosylase","3' end of the Mid1 gene, localized 68 kb upstream the humanzeta globin gene on 16p|3-alkyladenine DNA glycosylase|3-methyladenine DNA glycosidase|CRA36.1 (3-methyl-adenine DNA glycosylase)|DNA-3-methyladenine glycosylase|N-methylpurine-DNA glycosylase, MPG|proliferation-inducing protein 11|proliferation-inducing protein 16"
"ASL","ASAL","argininosuccinate lyase","argininosuccinase|arginosuccinase"
"MPI","CDG1B, PMI, PMI1","mannose phosphate isomerase","mannose-6-phosphate isomerase|phosphohexomutase|phosphomannose isomerase 1"
"MPL","C-MPL, CD110V, THCYT2, TPOR, MPL","MPL proto-oncogene, thrombopoietin receptor","TPO-R|myeloproliferative leukemia protein|myeloproliferative leukemia virus oncogene|proto-oncogene c-Mpl|thrombopoietin receptor"
"MPO","","myeloperoxidase",""
"MPP1","AAG12, DXS552E, EMP55, MRG1, PEMP","membrane protein, palmitoylated 1, 55kDa","55 kDa erythrocyte membrane protein|aging-associated gene 12|erythrocyte membrane protein p55|migration-related gene 1|p55|palmitoylated erythrocyte membrane protein"
"MPP2","DLG2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)","MAGUK p55 subfamily member 2|discs large, homolog 2"
"MPP3","DLG3","membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)","MAGUK p55 subfamily member 3|discs large homolog 3|discs, large homolog 3|membrane protein palmitoylated 3"
"MPST","MST, TST2, TUM1","mercaptopyruvate sulfurtransferase","3-mercaptopyruvate sulfurtransferase|human liver rhodanese|tRNA thiouridin modification protein 1"
"MPV17","MTDPS6, SYM1","MpV17 mitochondrial inner membrane protein","Mpv17, human homolog of glomerulosclerosis and nephrotic syndrome|protein Mpv17"
"MPZ","CHM, CMT1, CMT1B, CMT2I, CMT2J, CMT4E, CMTDI3, CMTDID, DSS, HMSNIB, MPP, P0","myelin protein zero","Charcot-Marie-Tooth neuropathy 1B|myelin peripheral protein|myelin protein P0"
"MRE11A","ATLD, HNGS1, MRE11, MRE11B","MRE11 meiotic recombination 11 homolog A (S. cerevisiae)","AT-like disease|DNA recombination and repair protein|MRE11 homolog 1|MRE11 homolog A|double-strand break repair protein MRE11A|endo/exonuclease Mre11|meiotic recombination 11 homolog 1|meiotic recombination 11 homolog A"
"ABCC1","ABC29, ABCC, GS-X, MRP, MRP1","ATP-binding cassette, sub-family C (CFTR/MRP), member 1","ATP-binding cassette transporter variant ABCC1delta-ex13|ATP-binding cassette transporter variant ABCC1delta-ex13&14|ATP-binding cassette transporter variant ABCC1delta-ex25|ATP-binding cassette transporter variant ABCC1delta-ex25&26|LTC4 transporter|leukotriene C(4) transporter|multidrug resistance-associated protein 1"
"ASMT","ASMTY, HIOMT, HIOMTY","acetylserotonin O-methyltransferase","acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase"
"ASMT","ASMTY, HIOMT, HIOMTY","acetylserotonin O-methyltransferase","acetylserotonin N-methyltransferase|acetylserotonin methyltransferase (Y chromosome)|hydroxyindole O-methyltransferase"
"KLK14","KLK-L6","kallikrein-related peptidase 14","hK14|kallikrein 14|kallikrein-14|kallikrein-like protein 6"
"KLK12","KLK-L5, KLKL5","kallikrein-related peptidase 12","kallikrein 12|kallikrein-12|kallikrein-like protein 5"
"ASNA1","ARSA-I, ARSA1, ASNA-I, GET3, TRC40, hASNA-I","arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)","ATPase ASNA1|golgi to ER traffic 3 homolog|transmembrane domain recognition complex 40 kDa ATPase subunit|transmembrane domain recognition complex, 40kDa"
"LOC439911","","uncharacterized LOC439911",""
"LOC439914","","uncharacterized LOC439914",""
"LINC00615","C12orf37","long intergenic non-protein coding RNA 615",""
"MXRA7","PS1TP1, TMAP1","matrix-remodelling associated 7","HBV PreS1-transactivated protein 1|matrix-remodeling-associated protein 7|transmembrane anchor protein 1"
"LINC01555","C1orf180","long intergenic non-protein coding RNA 1555",""
"LOC439933","","uncharacterized LOC439933",""
"C5orf17","","chromosome 5 open reading frame 17",""
"LOC439938","","uncharacterized LOC439938",""
"FER1L6-AS1","C8orf54","FER1L6 antisense RNA 1","FER1L6 antisense RNA 1 (non-protein coding)"
"LINC00269","CXorf62, NCRNA00269","long intergenic non-protein coding RNA 269",""
"FLJ32742","","uncharacterized locus FLJ32742",""
"LOC439951","","uncharacterized LOC439951",""
"LINC00857","","long intergenic non-protein coding RNA 857",""
"KRTAP5-2","KRTAP5-8, KRTAP5.2","keratin associated protein 5-2","keratin-associated protein 5-2|keratin-associated protein 5-8|keratin-associated protein 5.2|keratin-associated protein 5.8|ultrahigh sulfur keratin-associated protein 5.2"
"LOC440028","","uncharacterized LOC440028",""
"LINC00167","C11orf37, NCRNA00167","long intergenic non-protein coding RNA 167",""
"IQSEC3","","IQ motif and Sec7 domain 3","IQ motif and SEC7 domain-containing protein 3"
"FAM66C","","family with sequence similarity 66, member C",""
"ASNS","ASNSD, TS11","asparagine synthetase (glutamine-hydrolyzing)","TS11 cell cycle control protein|asparagine synthetase [glutamine-hydrolyzing]|glutamine-dependent asparagine synthetase"
"FLJ12825","","uncharacterized LOC440101",""
"LOC440117","","uncharacterized LOC440117",""
"FZD10-AS1","","FZD10 antisense RNA 1 (head to head)",""
"LINC00544","","long intergenic non-protein coding RNA 544",""
"FLJ31945","","uncharacterized LOC440137",""
"MZT1","C13orf37, MOZART1","mitotic spindle organizing protein 1","mitotic-spindle organizing protein 1|mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1"
"LOC440149","","uncharacterized LOC440149",""
"LOC440173","","uncharacterized LOC440173",""
"LINC00238","C14orf53, NCRNA00238","long intergenic non-protein coding RNA 238",""
"CCDC88C","DAPLE, HKRP2, KIAA1509, SCA40","coiled-coil domain containing 88C","Dvl-associating protein with a high frequency of leucine residues|hook-related protein 2|protein Daple|spinocerebellar ataxia 40"
"FLJ41170","","uncharacterized LOC440200",""
"GOLGA8B","GOLGA5","golgin A8 family, member B","Golgin subfamily A member 8B|golgi autoantigen, golgin subfamily a, 8B|golgin-67"
"EIF2AK4","GCN2, PVOD2","eukaryotic translation initiation factor 2 alpha kinase 4","GCN2 eIF2alpha kinase|GCN2-like protein|eukaryotic translation initiation factor 2-alpha kinase 4|general control nonderepressible 2"
"DNM1P41","DNM1DN11-6, DNM1DN11.6, DNM1DN11@","dynamin 1 pseudogene 41","DNM1 pseudogene 41|DNM1DN11.6 duplicon"
"LOC440330","","uncharacterized LOC440330","uncharacterized protein LOC440330"
"LOC440346","","uncharacterized LOC440346",""
"CDIPT-AS1","","CDIPT antisense RNA 1 (head to head)","CTD-2574D22.5|Putative uncharacterized protein LOC440356"
"CTRB2","","chymotrypsinogen B2","chymotrypsin B2"
"DKFZp564H213","","uncharacterized LOC440432",""
"LOC440434","","aminopeptidase puromycin sensitive pseudogene",""
"BAIAP2-AS1","","BAIAP2 antisense RNA 1 (head to head)","BAIAP2 antisense RNA 1 (non-protein coding)"
"HSBP1L1","","heat shock factor binding protein 1-like 1","heat shock factor-binding protein 1-like protein 1"
"CLEC4GP1","","C-type lectin domain family 4, member G pseudogene 1","C-type lectin superfamily 4, member G pseudogene"
"LINC00982","","long intergenic non-protein coding RNA 982",""
"LOC440570","","uncharacterized LOC440570",""
"MINOS1","C1orf151, MIO10, Mic10","mitochondrial inner membrane organizing system 1","MICOS complex subunit MIC10|RP5-1056L3.2|UPF0327 protein C1orf151|mitochondrial inner membrane organizing system protein 1"
"LOC440602","","uncharacterized LOC440602",""
"BCL2L15","Bfk, C1orf178","BCL2-like 15","bcl-2-like protein 15|bcl2-L-15|pro-apoptotic Bcl-2 protein"
"NUDT4P1","","nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1",""
"LRRC52","","leucine rich repeat containing 52","BK channel auxiliary gamma subunit LRRC52|BK channel auxilliary gamma subunit LRRC52|leucine-rich repeat-containing protein 52"
"LOC440704","","uncharacterized LOC440704",""
"C1orf186","RHEX","chromosome 1 open reading frame 186","regulator of human erythroid cell expansion|uncharacterized protein C1orf186"
"MAP1LC3C","ATG8J, LC3C","microtubule-associated protein 1 light chain 3 gamma","LC3-like protein 2|MAP1 light chain 3-like protein 2|MAP1 light chain 3-like protein 3|MAP1A/MAP1B LC3 C|MAP1A/MAP1B light chain 3 C|autophagy-related protein LC3 C|autophagy-related ubiquitin-like modifier LC3 C|microtubule-associated proteins 1A/1B light chain 3C"
"LINC00851","DZANK1-AS1","long intergenic non-protein coding RNA 851","DZANK1 antisense RNA 1 (non-protein coding)|DZANK1 antisense RNA 1 (tail to tail)"
"LOC440792","","proline dehydrogenase (oxidase) 1 pseudogene",""
"MIAT","C22orf35, GOMAFU, LINC00066, NCRNA00066, RNCR2, lncRNA-MIAT","myocardial infarction associated transcript (non-protein coding)","MI related novel mRNA|long intergenic non-protein coding RNA 66"
"ODF3B","ODF3L3","outer dense fiber of sperm tails 3B","orf2 5' to PD-ECGF/TP|outer dense fiber protein 3-like protein 3|outer dense fiber protein 3B"
"CAPN14","","calpain 14","CANP 14|calcium-activated neutral proteinase 14|calpain-14"
"LOC440862","","uncharacterized LOC440862",""
"LOC440863","","hypothetical gene supported by AK026773",""
"LOC440864","","uncharacterized LOC440864",""
"LOC440867","","uncharacterized LOC440867",""
"ACTR3BP2","FKSG73","ACTR3B pseudogene 2","ARP3 actin-related protein 3 homolog B pseudogene 2"
"LINC01123","","long intergenic non-protein coding RNA 1123",""
"LOC440896","","uncharacterized LOC440896",""
"LINC01191","VIN, lnc-ACTR3","long intergenic non-protein coding RNA 1191","virus inducible lincRNa"
"FAR2P1","HEL-182","fatty acyl CoA reductase 2 pseudogene 1","epididymis luminal protein 182|fatty acyl-CoA reductase 2-like"
"FLJ46875","","uncharacterized LOC440918",""
"LOC440934","","cancer/testis antigen 75",""
"EIF1B-AS1","","EIF1B antisense RNA 1",""
"IQCF6","","IQ motif containing F6","IQ domain-containing protein F6"
"LOC440983","","hypothetical gene supported by BC066916",""
"LINC00969","","long intergenic non-protein coding RNA 969",""
"MTHFD2L","","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like","MTHFD2-like|NADP-dependent methylenetetrahydrofolate dehydrogenase 2-like protein|probable bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2"
"LOC441025","","uncharacterized LOC441025",""
"GUSBP5","GYPELOC441046","glucuronidase, beta pseudogene 5",""
"LOC441052","","uncharacterized LOC441052",""
"C4orf47","","chromosome 4 open reading frame 47","UPF0602 protein C4orf47"
"MGC39584","","uncharacterized LOC441058",""
"MARCH11","MARCH-XI","membrane-associated ring finger (C3HC4) 11","E3 ubiquitin-protein ligase MARCH11|membrane-associated RING finger protein 11|membrane-associated RING-CH protein XI"
"FLJ31104","","uncharacterized LOC441072","CTD-2031P19.3"
"LOC441086","","uncharacterized LOC441086","CTD-2377O17.1"
"NR2F1-AS1","","NR2F1 antisense RNA 1",""
"C5orf56","","chromosome 5 open reading frame 56",""
"GTF2IP20","","general transcription factor IIi pseudogene 20",""
"GTF2IP20","","general transcription factor IIi pseudogene 20",""
"C6orf226","","chromosome 6 open reading frame 226","uncharacterized protein C6orf226"
"OOEP","C6orf156, FLOPED, HOEP19, KHDC2","oocyte expressed protein","KH homology domain containing 2|KH homology domain-containing protein 2|oocyte and embryo protein 19|oocyte expressed protein homolog (dog)|oocyte- and embryo-specific protein 19|oocyte-expressed protein homolog"
"LOC441167","","hCG1820801",""
"FAM26F","C6orf187, dJ93H18.5","family with sequence similarity 26, member F","protein FAM26F"
"LOC441178","","uncharacterized LOC441178",""
"LOC441179","","uncharacterized LOC441179",""
"LOC441204","","uncharacterized LOC441204",""
"DTX2P1-UPK3BP1-PMS2P11","PMS2L11, PMS2P11, PMSR6","DTX2P1-UPK3BP1-PMS2P11 readthrough transcribed pseudogene","DTX2P1-UPK3BP1-PMS2P11 readthrough (non-protein coding)|PMS2-DTX2-UPK3B pseudogene|deltex homolog 2 pseudogene|postmeiotic segregation increased 2 pseudogene 11|postmeiotic segregation increased 2-like 11 pseudogene|yeast mismatch repair gene PMS1 homologue"
"MIR2052HG","","MIR2052 host gene",""
"DKFZp686L14188","","uncharacterized LOC441366",""
"FLJ41455","","uncharacterized LOC441441",""
"LOC441454","","prothymosin, alpha pseudogene",""
"C9orf173","","chromosome 9 open reading frame 173","uncharacterized protein C9orf173"
"NRARP","","NOTCH-regulated ankyrin repeat protein","notch-regulated ankyrin repeat-containing protein"
"LOC441528","","zinc finger protein 839-like","MHC class I antigen"
"CDNF","ARMETL1","cerebral dopamine neurotrophic factor","ARMET-like protein 1|arginine-rich, mutated in early stage tumors-like 1|conserved dopamine neurotrophic factor"
"LOC441601","","septin 7 pseudogene",""
"LOC441617","","hypothetical LOC441617",""
"LOC441666","","zinc finger protein 91 pseudogene",""
"ANKRD65","","ankyrin repeat domain 65","ankyrin repeat domain-containing protein 65"
"LOC442028","","uncharacterized LOC442028",""
"EMC3-AS1","","EMC3 antisense RNA 1",""
"GALNTL6","GALNACT20, GALNT17, GalNAc-T6L","polypeptide N-acetylgalactosaminyltransferase-like 6","GaNTase 17|GalNAc transferase 17|UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 17|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 20|UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6|galNAc-T17|polypeptide GalNAc transferase 17|polypeptide GalNAc transferase-like 6|pp-GaNTase 17|protein-UDP acetylgalactosaminyltransferase 17|putative polypeptide N-acetylgalactosaminyltransferase 17"
"OR2B3","6M1-1P, OR6-14, OR6-4, OR2B3","olfactory receptor, family 2, subfamily B, member 3","hs6M1-1|olfactory receptor 6-4|olfactory receptor OR6-14|putative olfactory receptor 2B3"
"OR2J3","6M1-3, C3HEXS, HS6M1-3, OR6-16, OR6-6, OR6.3.6, ORL671","olfactory receptor, family 2, subfamily J, member 3","olfactory receptor 2J3|olfactory receptor 6-6|olfactory receptor OR6-16"
"OR14J1","OR5U1, OR6-25, bA150A6.4, hs6M1-28","olfactory receptor, family 14, subfamily J, member 1","olfactory receptor 14J1|olfactory receptor 5U1|olfactory receptor OR6-25|olfactory receptor, family 5, subfamily U member 1|olfactory receptor, family 5, subfamily U, member 1"
